depart,from,arrival,to
SLC,3536,FAR,4292
SLC,3536,FAT,3687
SLC,3536,FCA,4127
SLC,3536,GCC,4296
SLC,3536,GEG,3467
SLC,3536,GJT,4063
SLC,3536,GTF,3880
SLC,3536,HLN,3504
SLC,3536,HNL,3728
SLC,3536,IAH,3550
SLC,3536,IDA,4100
SLC,3536,IND,3585
SLC,3536,JAC,4027
SLC,3536,JFK,3797
SLC,3536,LAS,3877
SLC,3536,LAX,3484
SLC,3536,LGB,3582
SLC,3536,LWS,3945
SLC,3536,MCI,3458
SLC,3536,MCO,3878
SLC,3536,MEM,3473
SLC,3536,MFR,4101
SLC,3536,MSN,3459
SLC,3536,MSO,4216
SLC,3536,MSP,3858
SLC,3536,OAK,3453
SLC,3536,OKC,3863
SLC,3536,OMA,3454
SLC,3536,ONT,3734
SLC,3536,ORD,3830
SLC,3536,PDX,3720
SLC,3536,PHL,3752
SLC,3536,PHX,3462
SLC,3536,PIH,5760
SLC,3536,PSC,6133
SLC,3536,PSP,3839
SLC,3536,PVR,1836
SLC,3536,RAP,4087
SLC,3536,RDM,4103
SLC,3536,RKS,5766
SLC,3536,RNO,3807
SLC,3536,SAN,3731
SLC,3536,SAT,3621
SLC,3536,SEA,3577
SLC,3536,SFO,3469
SLC,3536,SGU,4064
SLC,3536,SJC,3748
SLC,3536,SJD,1840
SLC,3536,SMF,3817
SLC,3536,SNA,3867
SLC,3536,STL,3678
SLC,3536,SUN,6494
SLC,3536,TUL,3855
SLC,3536,TUS,3636
SLC,3536,TWF,4263
SLC,3536,YVR,156
SLC,3536,YYC,178
SMF,3817,GDL,1804
SMF,3817,LAX,3484
SMF,3817,MSP,3858
SMF,3817,OGG,3456
SMF,3817,PDX,3720
SMF,3817,SEA,3577
SMF,3817,SLC,3536
SNA,3867,MSP,3858
SNA,3867,PDX,3720
SNA,3867,SLC,3536
SPN,2244,NRT,2279
SRQ,4067,LGA,3697
STI,1764,JFK,3797
STL,3678,CVG,3488
STL,3678,DTW,3645
STL,3678,JFK,3797
STL,3678,LGA,3697
STL,3678,MSP,3858
STL,3678,SLC,3536
STS,6992,PDX,3720
SUN,6494,SLC,3536
SVO,2985,IAD,3714
SVO,2985,JFK,3797
SVO,2985,LAX,3484
SWF,3661,DTW,3645
SXM,2899,JFK,3797
SYD,3361,LAX,3484
SYR,3745,DTW,3645
SYR,3745,JFK,3797
SYR,3745,LGA,3697
SYR,3745,MSP,3858
TLV,1590,JFK,3797
TPA,3646,CMH,3759
TPA,3646,CVG,3488
TPA,3646,DTW,3645
TPA,3646,IND,3585
TPA,3646,JFK,3797
TPA,3646,LAX,3484
TPA,3646,LGA,3697
TPA,3646,MEM,3473
TPA,3646,MSP,3858
TPA,3646,RDU,3626
TPE,2276,LAX,3484
TPE,2276,NRT,2279
TPE,2276,SFO,3469
TUL,3855,DTW,3645
TUL,3855,MSP,3858
TUL,3855,SLC,3536
TUS,3636,MSP,3858
TUS,3636,SLC,3536
TVC,4023,DTW,3645
TWF,4263,SLC,3536
TYS,3676,DTW,3645
TYS,3676,LGA,3697
TYS,3676,MSP,3858
VSA,1853,MEX,1824
XNA,4356,CVG,3488
XNA,4356,DTW,3645
XNA,4356,MSP,3858
YEG,49,LAX,3484
YEG,49,MSP,3858
YHZ,73,LGA,3697
YHZ,73,YYT,189
YOW,100,DTW,3645
YQB,111,JFK,3797
YQR,120,MSP,3858
YUL,146,AMS,580
YUL,146,CDG,1382
YUL,146,DTW,3645
YUL,146,JFK,3797
YUL,146,LGA,3697
YUL,146,MSP,3858
YVR,156,AMS,580
YVR,156,HNL,3728
YVR,156,LAS,3877
YVR,156,LAX,3484
YVR,156,MSP,3858
YVR,156,PDX,3720
YVR,156,SEA,3577
YVR,156,SLC,3536
YWG,160,MSP,3858
YXE,166,MSP,3858
YYC,178,AMS,580
YYC,178,LAS,3877
YYC,178,LAX,3484
YYC,178,MSP,3858
YYC,178,SLC,3536
YYZ,193,AMS,580
YYZ,193,CDG,1382
YYZ,193,CVG,3488
YYZ,193,DTW,3645
YYZ,193,FCO,1555
YYZ,193,FLL,3533
YYZ,193,JFK,3797
YYZ,193,LAS,3877
YYZ,193,LGA,3697
YYZ,193,MCO,3878
YYZ,193,MIA,3576
YYZ,193,MSP,3858
YYZ,193,YHZ,73
ABJ,253,COO,245
ABJ,253,DKR,1084
BJL,1050,DKR,1084
BKO,1044,COO,245
BKO,1044,DKR,1084
BKO,1044,OUA,246
BRU,302,DKR,1084
CKY,4162,DKR,1084
COO,245,ABJ,253
COO,245,BKO,1044
COO,245,DKR,1084
COO,245,DLA,897
COO,245,LBV,970
DKR,1084,ABJ,253
DKR,1084,BJL,1050
DKR,1084,BKO,1044
DKR,1084,BRU,302
DKR,1084,CKY,4162
DKR,1084,COO,245
DKR,1084,NKC,1094
DKR,1084,OXB,5665
DKR,1084,RAI,5674
DKR,1084,ZIG,1081
DLA,897,COO,245
FNA,1059,DKR,1084
LBV,970,COO,245
NIM,280,OUA,246
NKC,1094,DKR,1084
OUA,246,BKO,1044
OUA,246,NIM,280
OXB,5665,DKR,1084
RAI,5674,DKR,1084
ZIG,1081,DKR,1084
BGF,888,BZV,883
BGF,888,DLA,897
BZV,883,BGF,888
BZV,883,LAD,951
CAB,946,LAD,951
CAB,946,SZA,958
CBT,5630,LAD,951
CBT,5630,VPE,5632
CPT,797,LAD,951
DLA,897,BGF,888
DXB,2188,LAD,951
GIG,2560,LAD,951
GRU,2564,LAD,951
HRE,1005,LUN,907
JNB,813,LAD,951
LAD,951,BZV,883
LAD,951,CAB,946
LAD,951,CBT,5630
LAD,951,CPT,797
LAD,951,DXB,2188
LAD,951,GIG,2560
LAD,951,GRU,2564
LAD,951,HRE,1005
LAD,951,JNB,813
LAD,951,LIS,1638
LAD,951,LUO,960
LAD,951,MEG,952
LAD,951,NOV,948
LAD,951,OPO,1636
LAD,951,PEK,3364
LAD,951,SDD,959
LAD,951,SPP,953
LAD,951,SVP,949
LAD,951,SZA,958
LAD,951,TMS,973
LAD,951,VHC,957
LAD,951,VPE,5632
LAD,951,WDH,4105
LIS,1638,LAD,951
LUN,907,LAD,951
LUO,960,LAD,951
MEG,952,LAD,951
MEG,952,VHC,957
NOV,948,LAD,951
NOV,948,VPE,5632
OPO,1636,LAD,951
PEK,3364,LAD,951
SDD,959,LAD,951
SDD,959,VPE,5632
SDD,959,WDH,4105
SPP,953,LAD,951
SPP,953,VPE,5632
SVP,949,LAD,951
SVP,949,VPE,5632
SZA,958,CAB,946
SZA,958,LAD,951
TMS,973,LAD,951
TMS,973,RAI,5674
VHC,957,LAD,951
VHC,957,MEG,952
VPE,5632,CBT,5630
VPE,5632,LAD,951
VPE,5632,NOV,948
VPE,5632,SDD,959
VPE,5632,SPP,953
VPE,5632,SVP,949
WDH,4105,LAD,951
WDH,4105,SDD,959
AKX,2920,ALA,2908
AKX,2920,DME,4029
AKX,2920,SCO,4367
AKX,2920,TSE,2910
ALA,2908,AKX,2920
ALA,2908,CIT,2914
ALA,2908,DMB,2911
ALA,2908,DZN,6085
ALA,2908,GUW,4357
ALA,2908,KGF,4375
ALA,2908,KOV,6083
ALA,2908,KSN,6088
ALA,2908,PLX,2918
ALA,2908,SCO,4367
ALA,2908,TSE,2910
ALA,2908,UKK,6086
ASF,2966,SCO,4367
BON,2896,CUR,2897
CIT,2914,ALA,2908
CIT,2914,DME,4029
CIT,2914,KOV,6083
CIT,2914,SCO,4367
CIT,2914,TSE,2910
CUR,2897,BON,2896
DMB,2911,ALA,2908
DMB,2911,TSE,2910
DME,4029,AKX,2920
DME,4029,CIT,2914
DME,4029,SCO,4367
DZN,6085,ALA,2908
EVN,3964,SCO,4367
GUW,4357,ALA,2908
GUW,4357,SCO,4367
GUW,4357,TSE,2910
GYD,2922,SCO,4367
KBP,2939,SCO,4367
KGF,4375,ALA,2908
KGF,4375,KZO,4358
KGF,4375,UKK,6086
KOV,6083,ALA,2908
KOV,6083,CIT,2914
KRR,2960,SCO,4367
KSN,6088,ALA,2908
KZO,4358,KGF,4375
KZO,4358,SCO,4367
MCX,2961,SCO,4367
MRV,2962,SCO,4367
PLX,2918,ALA,2908
PLX,2918,TSE,2910
ROV,2964,SCO,4367
SCO,4367,AKX,2920
SCO,4367,ALA,2908
SCO,4367,ASF,2966
SCO,4367,CIT,2914
SCO,4367,DME,4029
SCO,4367,EVN,3964
SCO,4367,GUW,4357
SCO,4367,GYD,2922
SCO,4367,KBP,2939
SCO,4367,KRR,2960
SCO,4367,KZO,4358
SCO,4367,MCX,2961
SCO,4367,MRV,2962
SCO,4367,ROV,2964
SCO,4367,TBS,3973
SCO,4367,TSE,2910
SCO,4367,URA,2916
TBS,3973,SCO,4367
TSE,2910,AKX,2920
TSE,2910,ALA,2908
TSE,2910,CIT,2914
TSE,2910,DMB,2911
TSE,2910,GUW,4357
TSE,2910,PLX,2918
TSE,2910,SCO,4367
TSE,2910,UKK,6086
TSE,2910,URA,2916
UKK,6086,ALA,2908
UKK,6086,KGF,4375
UKK,6086,TSE,2910
URA,2916,SCO,4367
URA,2916,TSE,2910
AAL,628,EBJ,610
AAL,628,SVG,666
BGO,636,RYG,657
BLL,608,EBJ,610
BLL,608,SVG,666
CPH,609,NRK,743
CPH,609,RNN,618
CPH,609,RYG,657
EBJ,610,AAL,628
EBJ,610,BLL,608
EBJ,610,SVG,666
MOL,651,SRP,660
NRK,743,CPH,609
OSL,644,SRP,660
RNN,618,CPH,609
RYG,657,BGO,636
RYG,657,CPH,609
RYG,657,SVG,666
RYG,657,TRD,665
SRP,660,MOL,651
SRP,660,OSL,644
SVG,666,AAL,628
SVG,666,BLL,608
SVG,666,EBJ,610
SVG,666,RYG,657
TRD,665,RYG,657
AAL,628,AGP,1230
AAL,628,ALC,1212
AAL,628,CPH,609
AAL,628,LGW,502
AAL,628,LPA,1054
AAL,628,OSL,644
ACE,1055,LGW,502
ACE,1055,OSL,644
AES,630,ALC,1212
AES,630,BGO,636
AES,630,LGW,502
AES,630,LPA,1054
AES,630,OSL,644
AGA,1064,ARN,737
AGA,1064,CPH,609
AGA,1064,OSL,644
AGP,1230,AAL,628
AGP,1230,ARN,737
AGP,1230,BGO,636
AGP,1230,CGN,344
AGP,1230,CPH,609
AGP,1230,GOT,687
AGP,1230,HAM,342
AGP,1230,HEL,421
AGP,1230,LGW,502
AGP,1230,MUC,346
AGP,1230,OSL,644
AGP,1230,RYG,657
AGP,1230,SVG,666
AGP,1230,TRF,664
ALC,1212,AAL,628
ALC,1212,AES,630
ALC,1212,ARN,737
ALC,1212,BGO,636
ALC,1212,CGN,344
ALC,1212,CPH,609
ALC,1212,GOT,687
ALC,1212,HAM,342
ALC,1212,HEL,421
ALC,1212,LGW,502
ALC,1212,MUC,346
ALC,1212,OSL,644
ALC,1212,OUL,446
ALC,1212,RYG,657
ALC,1212,SVG,666
ALC,1212,TKU,460
ALC,1212,TOS,663
ALC,1212,TRD,665
ALC,1212,TRF,664
ALF,632,OSL,644
AMS,580,ARN,737
AMS,580,CPH,609
AMS,580,OSL,644
ARN,737,AGA,1064
ARN,737,AGP,1230
ARN,737,ALC,1212
ARN,737,AMS,580
ARN,737,BCN,1218
ARN,737,BEG,1739
ARN,737,BGO,636
ARN,737,BKK,3885
ARN,737,BUD,1489
ARN,737,CPH,609
ARN,737,DXB,2188
ARN,737,FAO,1626
ARN,737,FCO,1555
ARN,737,GOT,687
ARN,737,HEL,421
ARN,737,JFK,3797
ARN,737,KRK,669
ARN,737,KRN,724
ARN,737,LCA,1197
ARN,737,LGW,502
ARN,737,LLA,734
ARN,737,LPA,1054
ARN,737,MAN,478
ARN,737,MMX,708
ARN,737,MUC,346
ARN,737,NCE,1354
ARN,737,ORY,1386
ARN,737,OSL,644
ARN,737,PRG,1587
ARN,737,RAK,1075
ARN,737,RIX,3953
ARN,737,SJJ,1646
ARN,737,SXF,337
ARN,737,TFS,1056
ARN,737,TLV,1590
ARN,737,UME,728
AYT,1688,BGO,636
AYT,1688,OSL,644
AYT,1688,TRD,665
AYT,1688,TRF,664
BCN,1218,ARN,737
BCN,1218,BGO,636
BCN,1218,CPH,609
BCN,1218,GOT,687
BCN,1218,HEL,421
BCN,1218,LGW,502
BCN,1218,OSL,644
BDU,640,OSL,644
BEG,1739,ARN,737
BEG,1739,OSL,644
BGO,636,AES,630
BGO,636,AGP,1230
BGO,636,ALC,1212
BGO,636,ARN,737
BGO,636,AYT,1688
BGO,636,BCN,1218
BGO,636,CPH,609
BGO,636,KRK,669
BGO,636,LGW,502
BGO,636,LPA,1054
BGO,636,ORY,1386
BGO,636,OSL,644
BGO,636,SVG,666
BGO,636,SXF,337
BGO,636,TFS,1056
BGO,636,TRD,665
BGO,636,TRF,664
BGO,636,WAW,679
BKK,3885,ARN,737
BKK,3885,OSL,644
BLL,608,LPA,1054
BLL,608,OSL,644
BOO,635,LPA,1054
BOO,635,OSL,644
BTS,1745,OSL,644
BUD,1489,ARN,737
BUD,1489,CPH,609
BUD,1489,HEL,421
BUD,1489,OSL,644
CGN,344,AGP,1230
CGN,344,ALC,1212
CGN,344,LPA,1054
CGN,344,OSL,644
CGN,344,TFS,1056
CPH,609,AAL,628
CPH,609,AGA,1064
CPH,609,AGP,1230
CPH,609,ALC,1212
CPH,609,AMS,580
CPH,609,ARN,737
CPH,609,BCN,1218
CPH,609,BGO,636
CPH,609,BUD,1489
CPH,609,DUB,599
CPH,609,DXB,2188
CPH,609,EDI,535
CPH,609,FAO,1626
CPH,609,FCO,1555
CPH,609,FNC,4091
CPH,609,HEL,421
CPH,609,KRK,669
CPH,609,KRP,612
CPH,609,LGW,502
CPH,609,LIS,1638
CPH,609,LPA,1054
CPH,609,LPL,491
CPH,609,MAD,1229
CPH,609,MLA,1606
CPH,609,NCE,1354
CPH,609,ORY,1386
CPH,609,OSL,644
CPH,609,PRG,1587
CPH,609,RAK,1075
CPH,609,RIX,3953
CPH,609,SXF,337
CPH,609,TFS,1056
CPH,609,TRD,665
CPH,609,ZAG,1208
DUB,599,CPH,609
DUB,599,OSL,644
DXB,2188,ARN,737
DXB,2188,CPH,609
DXB,2188,OSL,644
EDI,535,CPH,609
EDI,535,OSL,644
EVE,641,LPA,1054
EVE,641,OSL,644
EVE,641,TRD,665
FAO,1626,ARN,737
FAO,1626,CPH,609
FAO,1626,LGW,502
FAO,1626,OSL,644
FCO,1555,ARN,737
FCO,1555,CPH,609
FCO,1555,GOT,687
FCO,1555,HEL,421
FCO,1555,LGW,502
FCO,1555,OSL,644
FNC,4091,CPH,609
FNC,4091,OSL,644
FUE,1051,LGW,502
FUE,1051,OSL,644
GDN,668,OSL,644
GOT,687,AGP,1230
GOT,687,ALC,1212
GOT,687,ARN,737
GOT,687,BCN,1218
GOT,687,FCO,1555
GOT,687,LGW,502
GOT,687,LPA,1054
GOT,687,TFS,1056
GVA,1665,OSL,644
HAM,342,AGP,1230
HAM,342,ALC,1212
HAM,342,LPA,1054
HAM,342,OSL,644
HAM,342,TFS,1056
HAU,645,LPA,1054
HAU,645,OSL,644
HEL,421,AGP,1230
HEL,421,ALC,1212
HEL,421,ARN,737
HEL,421,BCN,1218
HEL,421,BUD,1489
HEL,421,CPH,609
HEL,421,FCO,1555
HEL,421,IVL,428
HEL,421,KTT,438
HEL,421,LGW,502
HEL,421,LPA,1054
HEL,421,ORY,1386
HEL,421,OSL,644
HEL,421,OUL,446
HEL,421,PRG,1587
HEL,421,RVN,453
HEL,421,TFS,1056
IVL,428,HEL,421
JFK,3797,ARN,737
JFK,3797,OSL,644
KBP,2939,OSL,644
KEF,16,OSL,644
KKN,649,TOS,663
KRK,669,ARN,737
KRK,669,BGO,636
KRK,669,CPH,609
KRK,669,OSL,644
KRK,669,SVG,666
KRK,669,TRD,665
KRN,724,ARN,737
KRP,612,CPH,609
KRS,638,OSL,644
KSD,5595,LPA,1054
KTT,438,HEL,421
LCA,1197,ARN,737
LCA,1197,OSL,644
LED,2948,OSL,644
LGW,502,AAL,628
LGW,502,ACE,1055
LGW,502,AES,630
LGW,502,AGP,1230
LGW,502,ALC,1212
LGW,502,ARN,737
LGW,502,BCN,1218
LGW,502,BGO,636
LGW,502,CPH,609
LGW,502,FAO,1626
LGW,502,FCO,1555
LGW,502,FUE,1051
LGW,502,GOT,687
LGW,502,HEL,421
LGW,502,LPA,1054
LGW,502,NCE,1354
LGW,502,OSL,644
LGW,502,PMI,3998
LGW,502,SVG,666
LGW,502,TFS,1056
LGW,502,TOS,663
LGW,502,TRD,665
LGW,502,TRF,664
LIS,1638,CPH,609
LLA,734,ARN,737
LPA,1054,AAL,628
LPA,1054,AES,630
LPA,1054,ARN,737
LPA,1054,BGO,636
LPA,1054,BLL,608
LPA,1054,BOO,635
LPA,1054,CGN,344
LPA,1054,CPH,609
LPA,1054,EVE,641
LPA,1054,GOT,687
LPA,1054,HAM,342
LPA,1054,HAU,645
LPA,1054,HEL,421
LPA,1054,KSD,5595
LPA,1054,LGW,502
LPA,1054,MMX,708
LPA,1054,OSL,644
LPA,1054,OUL,446
LPA,1054,RYG,657
LPA,1054,SVG,666
LPA,1054,TOS,663
LPA,1054,TRD,665
LPA,1054,TRF,664
LPA,1054,UME,728
LPL,491,CPH,609
LYR,658,OSL,644
MAD,1229,CPH,609
MAN,478,ARN,737
MAN,478,OSL,644
MAN,478,SVG,666
MLA,1606,CPH,609
MLA,1606,OSL,644
MMX,708,ARN,737
MMX,708,LPA,1054
MOL,651,OSL,644
MUC,346,AGP,1230
MUC,346,ALC,1212
MUC,346,ARN,737
MUC,346,OSL,644
MUC,346,TFS,1056
MXP,1524,OSL,644
NCE,1354,ARN,737
NCE,1354,CPH,609
NCE,1354,LGW,502
NCE,1354,OSL,644
ORY,1386,ARN,737
ORY,1386,BGO,636
ORY,1386,CPH,609
ORY,1386,HEL,421
ORY,1386,OSL,644
OSL,644,AAL,628
OSL,644,ACE,1055
OSL,644,AES,630
OSL,644,AGA,1064
OSL,644,AGP,1230
OSL,644,ALC,1212
OSL,644,ALF,632
OSL,644,AMS,580
OSL,644,ARN,737
OSL,644,AYT,1688
OSL,644,BCN,1218
OSL,644,BDU,640
OSL,644,BEG,1739
OSL,644,BGO,636
OSL,644,BKK,3885
OSL,644,BLL,608
OSL,644,BOO,635
OSL,644,BTS,1745
OSL,644,BUD,1489
OSL,644,CGN,344
OSL,644,CPH,609
OSL,644,DUB,599
OSL,644,DXB,2188
OSL,644,EDI,535
OSL,644,EVE,641
OSL,644,FAO,1626
OSL,644,FCO,1555
OSL,644,FNC,4091
OSL,644,FUE,1051
OSL,644,GDN,668
OSL,644,GVA,1665
OSL,644,HAM,342
OSL,644,HAU,645
OSL,644,HEL,421
OSL,644,JFK,3797
OSL,644,KBP,2939
OSL,644,KEF,16
OSL,644,KRK,669
OSL,644,KRS,638
OSL,644,LCA,1197
OSL,644,LED,2948
OSL,644,LGW,502
OSL,644,LPA,1054
OSL,644,LYR,658
OSL,644,MAN,478
OSL,644,MLA,1606
OSL,644,MOL,651
OSL,644,MUC,346
OSL,644,MXP,1524
OSL,644,NCE,1354
OSL,644,ORY,1386
OSL,644,PLQ,3958
OSL,644,PMI,3998
OSL,644,PRG,1587
OSL,644,RAK,1075
OSL,644,RIX,3953
OSL,644,SVG,666
OSL,644,SXF,337
OSL,644,SZZ,676
OSL,644,TFS,1056
OSL,644,TLL,415
OSL,644,TOS,663
OSL,644,TRD,665
OSL,644,VIE,1613
OSL,644,VNO,3959
OSL,644,WAW,679
OUL,446,ALC,1212
OUL,446,HEL,421
OUL,446,LPA,1054
OUL,446,TFS,1056
PLQ,3958,OSL,644
PMI,3998,LGW,502
PMI,3998,OSL,644
PRG,1587,ARN,737
PRG,1587,CPH,609
PRG,1587,HEL,421
PRG,1587,OSL,644
RAK,1075,ARN,737
RAK,1075,CPH,609
RAK,1075,OSL,644
RIX,3953,ARN,737
RIX,3953,CPH,609
RIX,3953,OSL,644
RIX,3953,TRD,665
RVN,453,HEL,421
RYG,657,AGP,1230
RYG,657,ALC,1212
RYG,657,LPA,1054
RYG,657,TFS,1056
SJJ,1646,ARN,737
SVG,666,AGP,1230
SVG,666,ALC,1212
SVG,666,BGO,636
SVG,666,KRK,669
SVG,666,LGW,502
SVG,666,LPA,1054
SVG,666,MAN,478
SVG,666,OSL,644
SVG,666,SXF,337
SVG,666,WAW,679
SXF,337,ARN,737
SXF,337,BGO,636
SXF,337,CPH,609
SXF,337,OSL,644
SXF,337,SVG,666
SXF,337,TRD,665
SZZ,676,OSL,644
TFS,1056,ARN,737
TFS,1056,BGO,636
TFS,1056,CGN,344
TFS,1056,CPH,609
TFS,1056,GOT,687
TFS,1056,HAM,342
TFS,1056,HEL,421
TFS,1056,LGW,502
TFS,1056,MUC,346
TFS,1056,OSL,644
TFS,1056,OUL,446
TFS,1056,RYG,657
TFS,1056,TRD,665
TFS,1056,TRF,664
TKU,460,ALC,1212
TLL,415,OSL,644
TLV,1590,ARN,737
TOS,663,ALC,1212
TOS,663,KKN,649
TOS,663,LGW,502
TOS,663,LPA,1054
TOS,663,OSL,644
TOS,663,TRD,665
TRD,665,ALC,1212
TRD,665,AYT,1688
TRD,665,BGO,636
TRD,665,CPH,609
TRD,665,EVE,641
TRD,665,KRK,669
TRD,665,LGW,502
TRD,665,LPA,1054
TRD,665,OSL,644
TRD,665,RIX,3953
TRD,665,SXF,337
TRD,665,TFS,1056
TRD,665,TOS,663
TRD,665,TRF,664
TRF,664,AGP,1230
TRF,664,ALC,1212
TRF,664,AYT,1688
TRF,664,BGO,636
TRF,664,LGW,502
TRF,664,LPA,1054
TRF,664,TFS,1056
TRF,664,TRD,665
UME,728,ARN,737
UME,728,LPA,1054
VIE,1613,OSL,644
VNO,3959,OSL,644
WAW,679,BGO,636
WAW,679,OSL,644
WAW,679,SVG,666
ZAG,1208,CPH,609
ABJ,253,ACC,248
ABJ,253,CKY,4162
ACC,248,ABJ,253
ACC,248,FNA,1059
ACC,248,LOS,273
ACC,248,ROB,1063
BJL,1050,FNA,1059
CKY,4162,ABJ,253
CKY,4162,DKR,1084
DKR,1084,CKY,4162
FNA,1059,ACC,248
FNA,1059,BJL,1050
FNA,1059,ROB,1063
LOS,273,ACC,248
ROB,1063,ACC,248
ROB,1063,FNA,1059
AMM,2170,HBE,3410
BEY,2177,HBE,3410
DMM,2064,HBE,3410
HBE,3410,AMM,2170
HBE,3410,BEY,2177
HBE,3410,DMM,2064
HBE,3410,JED,2072
HBE,3410,KWI,2176
HBE,3410,RUH,2082
JED,2072,HBE,3410
KWI,2176,HBE,3410
RUH,2082,HBE,3410
BZV,883,PNR,886
PNR,886,BZV,883
PNR,886,POG,967
POG,967,PNR,886
DMK,3157,HKG,3077
HKG,3077,DMK,3157
CUN,1852,MAD,1229
MAD,1229,CUN,1852
MAD,1229,PUJ,1760
PUJ,1760,MAD,1229
COQ,6795,ULN,3380
DLZ,6372,ULN,3380
MXV,6374,ULN,3380
ULG,7470,ULO,7558
ULN,3380,COQ,6795
ULN,3380,DLZ,6372
ULN,3380,MXV,6374
ULN,3380,ULG,7470
ULN,3380,ULZ,
ULO,7558,ULN,3380
ULZ,,ULN,3380
DME,4029,KQT,
DME,4029,TJU,7563
FRU,2912,DME,4029
KQT,,FRU,2912
LBD,6147,UFA,2992
TJU,7563,FRU,2912
UFA,2992,LBD,6147
ABZ,532,DUB,599
ACE,1055,DUB,599
ACE,1055,ORK,596
ACE,1055,SNN,603
AGA,1064,DUB,599
AGP,1230,DUB,599
AGP,1230,ORK,596
ALC,1212,DUB,599
AMS,580,DUB,599
AMS,580,ORK,596
ARN,737,DUB,599
AUH,2179,DUB,599
BCN,1218,DUB,599
BHD,467,LGW,502
BHD,467,LHR,507
BHX,469,DUB,599
BHX,469,ORK,596
BHX,469,SNN,603
BIO,1216,DUB,599
BLK,514,DUB,599
BOD,1264,DUB,599
BOH,494,DUB,599
BOS,3448,DUB,599
BOS,3448,SNN,603
BRS,490,DUB,599
BRS,490,ORK,596
BRU,302,DUB,599
BRU,302,ORK,596
BUD,1489,DUB,599
CDG,1382,DUB,599
CDG,1382,ORK,596
CPH,609,DUB,599
CWL,488,DUB,599
DUB,599,ABZ,532
DUB,599,ACE,1055
DUB,599,AGA,1064
DUB,599,AGP,1230
DUB,599,ALC,1212
DUB,599,AMS,580
DUB,599,ARN,737
DUB,599,AUH,2179
DUB,599,BCN,1218
DUB,599,BHX,469
DUB,599,BIO,1216
DUB,599,BLK,514
DUB,599,BOD,1264
DUB,599,BOH,494
DUB,599,BOS,3448
DUB,599,BRS,490
DUB,599,BRU,302
DUB,599,BUD,1489
DUB,599,CDG,1382
DUB,599,CPH,609
DUB,599,CWL,488
DUB,599,DUS,345
DUB,599,EDI,535
DUB,599,FAO,1626
DUB,599,FCO,1555
DUB,599,FRA,340
DUB,599,FUE,1051
DUB,599,GLA,534
DUB,599,GVA,1665
DUB,599,HAM,342
DUB,599,IAD,3714
DUB,599,IOM,520
DUB,599,JFK,3797
DUB,599,KIR,601
DUB,599,LGW,502
DUB,599,LHR,507
DUB,599,LIN,1529
DUB,599,LIS,1638
DUB,599,LPA,1054
DUB,599,LYS,1335
DUB,599,MAD,1229
DUB,599,MAN,478
DUB,599,MCO,3878
DUB,599,MUC,346
DUB,599,MXP,1524
DUB,599,NCE,1354
DUB,599,NCL,521
DUB,599,ORD,3830
DUB,599,PRG,1587
DUB,599,SEN,508
DUB,599,SXF,337
DUB,599,TFS,1056
DUB,599,VCE,1551
DUB,599,VIE,1613
DUB,599,WAW,679
DUB,599,ZRH,1678
DUS,345,DUB,599
EDI,535,DUB,599
EDI,535,ORK,596
EDI,535,SNN,603
FAO,1626,DUB,599
FCO,1555,DUB,599
FRA,340,DUB,599
FUE,1051,DUB,599
GLA,534,DUB,599
GLA,534,ORK,596
GVA,1665,DUB,599
HAM,342,DUB,599
IAD,3714,DUB,599
IOM,520,DUB,599
JFK,3797,DUB,599
JFK,3797,SNN,603
KIR,601,DUB,599
LGW,502,BHD,467
LGW,502,DUB,599
LGW,502,NOC,600
LHR,507,BHD,467
LHR,507,DUB,599
LHR,507,ORK,596
LHR,507,SNN,603
LIN,1529,DUB,599
LIS,1638,DUB,599
LPA,1054,DUB,599
LPA,1054,ORK,596
LYS,1335,DUB,599
MAD,1229,DUB,599
MAN,478,DUB,599
MAN,478,ORK,596
MAN,478,SNN,603
MCO,3878,DUB,599
MUC,346,DUB,599
MUC,346,ORK,596
MXP,1524,DUB,599
NCE,1354,DUB,599
NCL,521,DUB,599
NOC,600,LGW,502
ORD,3830,DUB,599
ORK,596,ACE,1055
ORK,596,AGP,1230
ORK,596,AMS,580
ORK,596,BHX,469
ORK,596,BRS,490
ORK,596,BRU,302
ORK,596,CDG,1382
ORK,596,EDI,535
ORK,596,GLA,534
ORK,596,LHR,507
ORK,596,LPA,1054
ORK,596,MAN,478
ORK,596,MUC,346
ORK,596,TFS,1056
PRG,1587,DUB,599
SEN,508,DUB,599
SNN,603,ACE,1055
SNN,603,BHX,469
SNN,603,BOS,3448
SNN,603,EDI,535
SNN,603,JFK,3797
SNN,603,LHR,507
SNN,603,MAN,478
SXF,337,DUB,599
TFS,1056,DUB,599
TFS,1056,ORK,596
VCE,1551,DUB,599
VIE,1613,DUB,599
WAW,679,DUB,599
ZRH,1678,DUB,599
ABJ,253,ACC,248
ACC,248,ABJ,253
ACC,248,DXB,2188
ADD,1107,DXB,2188
ADL,3341,DXB,2188
AKL,2006,BNE,3320
AKL,2006,MEL,3339
AKL,2006,SYD,3361
ALG,210,DXB,2188
AMD,2994,DXB,2188
AMM,2170,DXB,2188
AMS,580,DXB,2188
ARN,737,DXB,2188
ATH,3941,DXB,2188
BAH,2057,DXB,2188
BCN,1218,DXB,2188
